id,user_id,should_cancel,status,created_at,expiration_timestamp,subscription_plan,renewal_count
d9604c95b518d3298dbc67253eb4e98c,6dae928b7013752463b45b81b6b4ece1,true,cancelled,2023-04-04T20:43:54.637796Z,2023-06-04T20:43:54.92Z,ESSENTIAL,2
e83a658b589c3fc9248ca2ae07719330,e4abd74dacb72b19c229b81d43174ead,true,cancelled,2023-03-02T17:57:17.920524Z,2023-04-02T17:57:18.183Z,ESSENTIAL,1
2b866dbe22764d2699e7d1d7b46596a3,7be65c32295acd28ca21410d1ffc9928,true,cancelled,2023-03-02T17:16:06.110868Z,2023-05-02T17:16:06.37Z,PLUS,2
0b0d8deedafe7fdbf0b7608bdf3d8348,4847c083fb5457cc57434385a0b5c12b,false,cancelled,2023-02-20T10:13:26.538965Z,2023-06-01T02:00:00Z,PLUS,3
4869978695cdf75d0efffbcb1232d714,87443607c247606eb6eb34679d17681c,true,cancelled,2023-03-02T13:17:33.603653Z,2023-04-02T13:17:33.647Z,ESSENTIAL,1
348bb65b3d533d6cb359dd39fbc88937,3c0379682459122ef81fe75fd1b79c45,false,cancelled,2023-03-04T11:00:26.261722Z,2023-06-04T11:00:26.509Z,ESSENTIAL,3
a306f47832c5f9d2453384301fa78474,d824153822f5f3273acd426412e241ca,false,cancelled,2023-03-02T14:56:43.422784Z,2023-04-02T14:56:43.682Z,ESSENTIAL,1
06d64a42a779cd02bf2c020f5e3f64f4,e09f0c3cb0facebc051e0d54d6a01a90,true,cancelled,2023-04-04T13:54:18.177284Z,2023-06-04T13:54:18.443Z,ESSENTIAL,2
8d2deff2ac6bc42d83e3f13cbd270dad,7ae823bd557ea7f964ddfb02073d3a87,true,cancelled,2023-03-05T11:52:16.314507Z,2023-06-05T11:52:16.557Z,ULTRA,3
479b64a5af93000180f494e89e3a763b,d26be85abde5df7e65e409b91bba0d39,false,activated,2023-09-17T13:26:30.309869Z,2023-10-17T13:26:30.316Z,ESSENTIAL,1
4f2dc95f050d76c81c72b4d8a69dbac1,c103506567da38d49d5b1457969e0249,true,cancelled,2023-06-05T16:27:37.002575Z,2023-08-05T16:27:37.262Z,PLUS,2
0829cd02fa091a9693f71a9d72039e35,882035ec75c4619b17696919ab2710f8,true,cancelled,2023-06-30T19:03:18.054645Z,2023-07-30T19:03:18.061Z,ESSENTIAL,1
27690ff0a000579e48fe42b52895056f,2d77dc3f345347dc115fa9cb1a76d053,true,cancelled,2023-03-06T17:15:49.541486Z,2023-04-06T17:15:49.794Z,ESSENTIAL,1
147cb7a97f7e9864d2627ee44e3e2793,4d5fb28ba20db674ec7dd97ed4d423f4,false,activated,2023-09-19T14:22:48.02523Z,2023-10-19T14:22:48.033Z,PLUS,1
09078227eeb5702877de0a50d84f55c3,af74f41b96fc30a8adad209ae54c97c0,false,cancelled,2023-03-06T22:30:54.656142Z,2023-04-06T22:30:54.909Z,ESSENTIAL,1
4d297e2447408e05ed979e561d36954e,8249ca753929d435c3b6c618ed7855f3,false,cancelled,2023-08-26T18:23:39.970784Z,2023-09-22T14:25:52.787Z,PLUS,1
f9c521599c2389005f8a52418ab26612,7583b7f91799de18773d6cc1167bfcbf,false,cancelled,2023-05-23T04:34:55.357891Z,2023-06-23T04:34:55.615Z,PLUS,1
ee18fcb735ecfaffa556a938d2e8e9fa,495c186818f3c6d4c02c920a29d5f080,false,activated,2023-09-24T18:35:26.422683Z,2023-10-24T18:35:26.436Z,PLUS,1
1ff1c10b02e4f4bda14612fd940ff0c1,abaede67db2b411f26b3dc01e448bf11,true,cancelled,2023-04-05T22:15:28.277837Z,2023-05-05T22:15:28.577Z,PLUS,1
6e5213d9aa617f1b660289dbaae9227c,bec30959d801bac6958d300a9f20fafd,true,cancelled,2023-02-28T10:34:45.097161Z,2023-04-28T10:34:45.389Z,ULTRA,2
f65378052a16ccd41db172f1c5a71c29,eb12ba4d4ffab9b43b345d054a253715,false,activated,2023-07-19T07:57:12.499228Z,2099-08-19T00:00:00Z,PLUS,0
0a141c3e8c2709938a7617399bdebaec,388fd3ab599d6d71162930b14b1e14e3,true,cancelled,2023-03-01T16:46:37.347914Z,2023-05-01T16:46:37.636Z,ULTRA,2
2778dd354128d3cf8ae7440a5949f49e,e8e8554cfbdda5318cdd8e1fb9acae1f,true,cancelled,2023-03-01T11:49:54.604171Z,2023-05-01T11:49:54.889Z,ESSENTIAL,2
970a3fc551983441a148dff454b2fc5e,f0b1554d0a1822c94d6cfc391fd033e9,true,cancelled,2023-05-05T07:50:19.007226Z,2023-06-05T07:50:19.25Z,ESSENTIAL,1
993484c7788efa0162b7804173ae492c,ef2635cb7ea4bb87f413190d65409b9a,true,cancelled,2023-05-03T17:39:24.767773Z,2023-06-03T17:39:25.014Z,PLUS,1
0e963617c76643af952e7eb89b41d937,31f4b7527268810cf1956f6480bd85a0,false,cancelled,2023-09-06T18:08:03.564757Z,2023-10-05T19:59:45.806Z,PLUS,1
28e2b5d3ca391d068c75bc0d86c39e75,d515064fdb0ea65f66d4958ed7f7e58c,true,cancelled,2023-05-22T06:42:45.854777Z,2023-07-22T06:42:46.124Z,ESSENTIAL,2
8efb2a98d5d381ca2dc2110e6d2c0fac,62808bdbad85cda10ee12b26787f9879,true,cancelled,2023-02-22T17:01:51.642969Z,2023-04-22T17:01:51.947Z,ULTRA,2
fba235876be27d8ced7864eb5eb1ad97,c8e4e69d27ea4d50a6a4e3614581f7ef,false,cancelled,2023-07-26T12:26:02.396192Z,2023-08-26T12:26:02.411Z,ESSENTIAL,1
633fdfc73d1e2d023dfcd44326b7b62d,c0d7954003c742c4146ab394dbfb365f,true,cancelled,2023-02-21T10:04:03.233565Z,2023-04-07T02:51:16.167Z,ULTRA,1
8da12aac3f90e7037c3cceabeed8124b,382089afab744553d78073e855b8f426,false,activated,2023-08-28T11:43:43.555922Z,2023-10-28T11:43:43.564Z,ESSENTIAL,2
0f2185d69173ac8553c1485a12cdc311,537dd19f45375e08d57bdcf9f1ecc9ec,true,cancelled,2023-02-26T15:45:00.004091Z,2023-04-26T15:45:00.38Z,ESSENTIAL,2
9c14eee0b88244effa4854de772246c3,272a2b790f2a1c0b7539ff50607a987a,true,cancelled,2023-03-04T12:30:01.201052Z,2023-04-04T12:30:01.499Z,ULTRA,1
4035bc70a284d9cc82f16c8944102f2f,26caf39926ac2c30d79f709bf3de5316,false,cancelled,2023-04-17T14:53:39.917185Z,2023-05-17T18:00:00Z,ESSENTIAL,0
91a5efef93a030c3753d2919cb23f18b,12811d592d70c23187a0c3655cb505b9,true,cancelled,2023-08-31T08:07:25.637134Z,2023-09-30T08:07:25.645Z,ESSENTIAL,1
82b903e22d3b2d06ffd010f89eb9e24c,870b97a76fee2c5aa7a9243c2ebf0547,false,cancelled,2023-03-05T15:09:32.84426Z,2023-04-07T09:05:48.042Z,ULTRA,1
02eb3631889e985c52e77036109491cf,bc1570397fb5983f5e18c3e96fcdaf81,false,activated,2023-09-17T17:11:38.70747Z,2023-10-17T17:11:38.72Z,PLUS,1
f202d0b14ce24c9709d82528bbacce5e,6736d5b0d2ed502acd6d896842cc921c,false,activated,2023-09-22T20:56:21.80549Z,2023-10-22T20:56:21.822Z,ESSENTIAL,1
79c98cc950643a42aeb8c9f8311f96e4,7b794d0f2fc044c9524c1bb802605c44,true,cancelled,2023-05-05T09:17:59.72216Z,2023-08-05T09:17:59.96Z,ESSENTIAL,3
4dcb5361c5b8b74fd74d1aa95073415c,1639c16e1b899c7dfa8a48622560cc74,true,cancelled,2023-04-06T07:50:01.866018Z,2023-08-06T07:50:01.878Z,PLUS,4
df1b7e806fea0ecff1ce2a806e061857,7376e431df7481719ae561142b692120,true,cancelled,2023-05-30T17:53:35.761803Z,2023-07-30T17:53:36.276Z,PLUS,2
77ee5945db6ad729bc32df823677fa83,06b968c7fffafd7bb91124781e5b1022,false,activated,2022-05-03T10:07:55.265782Z,2099-01-01T02:00:00Z,PLUS,0
27a20c28cc439e9ac6d5f6872c5eb0d3,97d7bc189cf2720352e752b8bf7a5a16,true,cancelled,2023-08-19T19:41:34.985565Z,2023-09-15T15:26:42.755Z,PLUS,1
2695142d02fcfc257d3a072a2cfa4a3d,48c46423b758938b17819fffa04ea29b,true,cancelled,2023-03-04T13:33:11.96546Z,2023-06-04T13:33:12.216Z,ESSENTIAL,3
25e288f57bd8400043f7a9f6fbf6dc2a,3b0941b06c0cf548c5c181f173fb7e89,false,activated,2023-04-07T15:31:23.795936Z,2099-04-25T19:08:13.774Z,PLUS,0
c2f6ab2df840308b8ecbca5edb971766,388c64f0e98c19ac51fe78f8712d22e6,false,cancelled,2023-03-10T20:44:35.09044Z,2023-04-10T20:44:35.331Z,ESSENTIAL,1
7b703376db8a4a9c9c72f2f718e50f77,0b535f26a038c62bdf0a7945ec356fd1,true,cancelled,2023-02-20T13:27:53.58498Z,2023-04-20T13:27:53.873Z,ESSENTIAL,2
d4b796f21081930e7a3156b0c73830ad,4d0cc2d8b6fbeb0f0f2c91121e11ce88,true,cancelled,2023-07-02T07:58:05.666257Z,2023-09-02T07:58:05.682Z,ESSENTIAL,2
de1bd83927b976852b41e8ddd5ba824e,689ed27d7d241fe4c0d5e091e8cd1d53,true,cancelled,2023-07-15T13:00:35.437125Z,2023-08-15T13:00:35.455Z,ESSENTIAL,1
68e195add13a9e113dc5ac369ef6fc5e,aeb050d5ba6860b075ddc39b99618f34,false,cancelled,2023-07-21T11:44:46.497201Z,2023-08-21T11:44:46.517Z,ESSENTIAL,1
3f16917e36fe8fed447417b27c5cdcb1,1ff0b9f88b89b69f701efed61eec98b0,true,cancelled,2023-04-06T14:48:14.421671Z,2023-05-06T14:48:14.667Z,PLUS,1
3e990864fbea897387d8f85365b42f72,43d3508b4a0b4c4f84a0ebceb9d1dade,false,cancelled,2023-03-01T13:12:53.426133Z,2023-04-01T13:12:53.715Z,PLUS,1
b9fead8ae6a27a4358b85df25343d4af,9502625a7a1ac1ca21960d59074684e5,false,cancelled,2023-03-01T16:26:01.05908Z,2023-04-01T16:26:01.336Z,ESSENTIAL,1
3af9acf83ba977529a8c113b7365f1a3,28fb2df0581c7f7b24ac34f81e1e5e55,true,cancelled,2023-05-03T18:40:18.805861Z,2023-06-03T18:40:19.064Z,PLUS,1
9da05226700e0826652c8e2278b4a7c4,40ba8798f9d986e658bc55bf08bce784,true,cancelled,2023-03-05T11:54:41.046392Z,2023-05-05T11:54:41.3Z,ESSENTIAL,2
8b5922f8660261ff0affdfc9d930b995,21f250654787c21836c3a8ed86f49cb6,false,activated,2023-06-09T13:16:46.886228Z,2099-07-09T00:00:00Z,PLUS,0
d00e050a727a41762810cac96c87786b,c3fa950dd9438ae2a8f5695d3cb728de,true,cancelled,2023-03-12T21:08:22.444166Z,2023-06-12T21:08:22.69Z,ULTRA,3
